NTCIR12-MathWiki-1	1	Prime_zeta_function:28	1	2.70406878538	tangent-s	
NTCIR12-MathWiki-1	1	Stieltjes_constants:37	2	2.59341745263	tangent-s	
NTCIR12-MathWiki-1	1	Madelung_constant:14	3	2.56712194971	tangent-s	
NTCIR12-MathWiki-1	1	Mathematical_constants_and_functions:355	4	2.55993918241	tangent-s	
NTCIR12-MathWiki-1	1	Riemann–Siegel_theta_function:12	5	2.55944645401	tangent-s	
NTCIR12-MathWiki-1	1	Particular_values_of_Riemann_zeta_function:39	6	2.54520910013	tangent-s	
NTCIR12-MathWiki-1	1	Mathematical_coincidence:29	7	2.54520910013	tangent-s	
NTCIR12-MathWiki-1	1	Spiral_of_Theodorus:6	8	2.52657523005	tangent-s	
NTCIR12-MathWiki-1	1	Trigamma_function:24	9	2.50685504966	tangent-s	
NTCIR12-MathWiki-1	1	Trigamma_function:23	10	2.50685504966	tangent-s	
NTCIR12-MathWiki-1	1	Pell_number:65	11	2.49745490345	tangent-s	
NTCIR12-MathWiki-1	1	Pell_number:61	12	2.49745490345	tangent-s	
NTCIR12-MathWiki-1	1	Pell_number:57	13	2.49745490345	tangent-s	
NTCIR12-MathWiki-1	1	Pell_number:53	14	2.49745490345	tangent-s	
NTCIR12-MathWiki-1	1	Pell_number:49	15	2.49745490345	tangent-s	
NTCIR12-MathWiki-1	1	Pell_number:45	16	2.49745490345	tangent-s	
NTCIR12-MathWiki-1	1	Nth_root:12	17	2.48219876864	tangent-s	
NTCIR12-MathWiki-1	1	Quintic_function:37	18	2.41656840613	tangent-s	
NTCIR12-MathWiki-1	1	Dedekind_eta_function:31	19	2.35044549332	tangent-s	
NTCIR12-MathWiki-1	1	Srinivasa_Ramanujan:8	20	2.31046054825	tangent-s	
NTCIR12-MathWiki-1	1	Vienna_rectifier:5	21	2.26342381498	tangent-s	
NTCIR12-MathWiki-1	1	Golden_ratio:19	22	1.89826099053	tangent-s	
NTCIR12-MathWiki-1	1	Special_linear_Lie_algebra:14	23	1.83626571987	tangent-s	
NTCIR12-MathWiki-1	1	Mechanical_advantage:13	24	1.83626571987	tangent-s	
